MGYP,ERZ_x,MGYC,Start,End,Strand,Contig,MGYA,Contig Length,Phage,Number of CDSes
MGYP001347913936,ERZ2772574,MGYC001062188408,24604,25644,-1,ERZ2772574.670-NODE-670-length-30140-cov-63.131959,MGYA00587035,30.14,False,46
MGYP001347913936,ERZ841987,MGYC001735355541,20566,21606,1,ERZ841987.2474-NODE-2474-length-31354-cov-12.250775,MGYA00589026,31.354,False,47
MGYP001347939132,ERZ828948,MGYC001564053329,20191,21300,-1,ERZ828948.204-NODE-204-length-27202-cov-12.1407,MGYA00589053,27.202,False,29
MGYP001348010630,ERZ834397,MGYC001598002915,14116,15096,1,ERZ834397.296994-NODE-685931-length-36047-cov-397.0000,MGYA00593112,36.047,False,55
MGYP001348010630,ERZ837273,MGYC001607743127,13261,14241,1,ERZ837273.227-NODE-227-length-35983-cov-21.181613,MGYA00593136,35.983,False,55
MGYP001348010630,ERZ840850,MGYC001647710825,2536,3516,-1,ERZ840850.110-NODE-110-length-35983-cov-10.1025,MGYA00590568,35.983,False,57
MGYP001348010630,ERZ841464,MGYC001697502527,10929,11909,1,ERZ841464.22-NODE-22-length-35983-cov-45.0419,MGYA00590505,35.983,False,54
MGYP001348059085,ERZ840367,MGYC001629647223,44898,46466,1,ERZ840367.245-NODE-245-length-62273-cov-7.242888,MGYA00593223,62.273,False,82
MGYP001348327637,ERZ2772510,MGYC001052477427,4463,5377,1,ERZ2772510.416-NODE-416-length-26237-cov-6.302307,MGYA00587096,26.237,False,48
MGYP001348337795,ERZ2772580,MGYC001062170970,14825,15877,1,ERZ2772580.116-NODE-116-length-36988-cov-28.939323,MGYA00587059,36.988,False,53
MGYP001348337795,ERZ2772629,MGYC001067564350,4670,5722,-1,ERZ2772629.206-NODE-206-length-37795-cov-20.007976,MGYA00587055,37.795,False,50
MGYP001348938308,ERZ3422296,MGYC001322202012,39371,40276,1,ERZ3422296.439-NODE-439-length-47322-cov-10.682548,MGYA00592991,47.322,False,56
MGYP001348939413,ERZ3421846,MGYC001310164054,16381,17304,-1,ERZ3421846.540-NODE-540-length-41698-cov-29.699613,MGYA00592935,41.698,False,59
MGYP001349346751,ERZ829845,MGYC001564069895,34267,35607,1,ERZ829845.18-NODE-18-length-55630-cov-9.75755,MGYA00590578,55.63,False,65
MGYP001349346751,ERZ830535,MGYC001564155299,22587,23927,-1,ERZ830535.591-NODE-591-length-33898-cov-8.242148,MGYA00593019,33.898,False,43
MGYP001349346751,ERZ841410,MGYC001687400375,21574,22914,-1,ERZ841410.531-NODE-531-length-41990-cov-63.182544,MGYA00590546,41.99,False,53
MGYP001349590732,ERZ840062,MGYC001627938413,18040,18879,1,ERZ840062.366-NODE-366-length-31797-cov-5.171697,MGYA00590555,31.797,False,49
MGYP001349627813,ERZ833580,MGYC001586356265,44921,46387,1,ERZ833580.178-NODE-178-length-57086-cov-35.323596,MGYA00589049,57.086,False,52
MGYP001350386485,ERZ841929,MGYC001728900317,29109,30095,-1,ERZ841929.142-NODE-142-length-37053-cov-13.641656,MGYA00590451,37.053,False,49
MGYP001350436079,ERZ2772545,MGYC001052537722,12796,13953,-1,ERZ2772545.29-NODE-29-length-64948-cov-19.379517,MGYA00587064,64.948,False,75
MGYP001350519397,ERZ842408,MGYC001777069071,79874,81139,1,ERZ842408.534009-NODE-1176844-length-162569-cov-84.0000,MGYA00590527,162.569,False,215
MGYP001350638040,ERZ842040,MGYC001741490191,20355,21326,1,ERZ842040.1902-NODE-1902-length-26552-cov-7.125033,MGYA00589027,26.552,False,35
MGYP001350712580,ERZ841410,MGYC001687429347,22083,24059,-1,ERZ841410.970-NODE-970-length-33495-cov-16.645993,MGYA00590546,33.495,False,50
MGYP001350757936,ERZ840919,MGYC001652983117,28803,29789,1,ERZ840919.42011-NODE-85993-length-43996-cov-43.6251,MGYA00590541,43.996,False,53
MGYP001350847258,ERZ841824,MGYC001724745111,21991,22974,1,ERZ841824.1733-NODE-1733-length-27803-cov-4.057806,MGYA00590454,27.803,False,47
MGYP001350874014,ERZ841327,MGYC001696794229,41216,42133,-1,ERZ841327.735895-NODE-1684494-length-49363-cov-25.0000,MGYA00590503,49.363,False,64
MGYP001351085894,ERZ840860,MGYC001648314001,11020,11952,1,ERZ840860.1500-NODE-1500-length-36647-cov-7.846305,MGYA00590522,36.647,False,68
MGYP001351090237,ERZ840905,MGYC001651580673,20792,22660,-1,ERZ840905.63-NODE-63-length-111055-cov-9.355324,MGYA00590536,111.055,False,87
MGYP001351781219,ERZ2772635,MGYC001067562881,10516,12252,-1,ERZ2772635.88-NODE-88-length-42603-cov-129.440702,MGYA00587054,42.603,False,37
MGYP001351781219,ERZ838294,MGYC001614340343,18055,19791,1,ERZ838294.638-NODE-638-length-29738-cov-22.9608,MGYA00593116,29.738,False,14
MGYP001351781219,ERZ840559,MGYC001633512673,9948,11684,-1,ERZ840559.498-NODE-498-length-28425-cov-13.9921,MGYA00590564,28.425,False,13
MGYP001351793618,ERZ841467,MGYC001698130651,26081,27007,-1,ERZ841467.724-NODE-724-length-29731-cov-10.389945,MGYA00590492,29.731,False,31
MGYP001351816611,ERZ841748,MGYC001722834129,22567,23796,1,ERZ841748.415-NODE-415-length-45312-cov-23.275736,MGYA00590459,45.312,False,61
MGYP001351863722,ERZ2772600,MGYC001062182376,16804,17979,-1,ERZ2772600.202-NODE-202-length-40385-cov-6.561592,MGYA00587033,40.385,False,37
MGYP001351884877,ERZ837885,MGYC001612682293,73,1413,-1,ERZ837885.135-NODE-135-length-64145-cov-58.926603,MGYA00593140,64.145,False,63
MGYP001351884877,ERZ842113,MGYC001747225407,1381,2721,-1,ERZ842113.111-NODE-111-length-45259-cov-44.043602,MGYA00590440,45.259,False,46
MGYP001351906499,ERZ2772586,MGYC001062182791,9556,10950,1,ERZ2772586.547-NODE-547-length-26386-cov-94.131518,MGYA00587018,26.386,False,30
MGYP001351906499,ERZ2772644,MGYC001067583463,9562,10956,1,ERZ2772644.673-NODE-673-length-25431-cov-66.084292,MGYA00587101,25.431,False,29
MGYP001351959286,ERZ840367,MGYC001629681321,6527,7840,-1,ERZ840367.874-NODE-874-length-36020-cov-4.958098,MGYA00593223,36.02,False,34
MGYP001352130629,ERZ841280,MGYC001675173461,5571,6977,-1,ERZ841280.157-NODE-157-length-83297-cov-40.334915,MGYA00590495,83.297,False,104
MGYP001352180166,ERZ840327,MGYC001633200735,36039,37028,-1,ERZ840327.169716-NODE-340851-length-68087-cov-11.0000,MGYA00590558,68.087,False,70
MGYP001428107979,ERZ840327,MGYC001633200735,3802,4671,-1,ERZ840327.169716-NODE-340851-length-68087-cov-11.0000,MGYA00590558,68.087,False,70
MGYP001353112848,ERZ840857,MGYC001647819585,23236,24141,1,ERZ840857.471-NODE-471-length-28377-cov-7.18392,MGYA00589045,28.377,False,51
MGYP001353112848,ERZ841618,MGYC001709996621,25295,26200,1,ERZ841618.402-NODE-402-length-28664-cov-65.011954,MGYA00590481,28.664,False,48
MGYP001353112848,ERZ841982,MGYC001734385871,4386,5291,-1,ERZ841982.48-NODE-48-length-30585-cov-11.654569,MGYA00589035,30.585,False,53
MGYP001353263834,ERZ2772574,MGYC001062197797,465,1817,1,ERZ2772574.908-NODE-908-length-25073-cov-258.191422,MGYA00587035,25.073,False,41
MGYP001353267234,ERZ2772574,MGYC001062174391,35523,36830,1,ERZ2772574.253-NODE-253-length-44950-cov-49.809622,MGYA00587035,44.95,False,62
MGYP001353267234,ERZ2772613,MGYC001067558133,35524,36831,1,ERZ2772613.190-NODE-190-length-42006-cov-14.676575,MGYA00587077,42.006,False,56
MGYP001353267234,ERZ2772644,MGYC001067568432,35933,37240,1,ERZ2772644.233-NODE-233-length-42549-cov-24.278180,MGYA00587101,42.549,False,58
MGYP001353314205,ERZ842064,MGYC001745752267,42419,43585,1,ERZ842064.170505-NODE-346778-length-55790-cov-20.9754,MGYA00589024,55.79,False,68
MGYP001353350287,ERZ2772494,MGYC001052458602,25495,26403,-1,ERZ2772494.220-NODE-220-length-54986-cov-7.771004,MGYA00587052,54.986,False,84
MGYP001353523326,ERZ2772571,MGYC001062177290,38059,39663,-1,ERZ2772571.284-NODE-284-length-43021-cov-10.074990,MGYA00587045,43.021,False,29
MGYP001353590406,ERZ841263,MGYC001672697473,29560,30936,1,ERZ841263.11-NODE-11-length-104432-cov-5.513830,MGYA00590516,104.432,False,142
MGYP001353609038,ERZ838778,MGYC001618487887,171,1076,-1,ERZ838778.953-NODE-953-length-32872-cov-4.509126,MGYA00593017,32.872,False,44
MGYP001353680179,ERZ832104,MGYC001591941999,16239,17423,1,ERZ832104.621547-NODE-1216014-length-29905-cov-46.0000,MGYA00590575,29.905,False,28
MGYP001354459675,ERZ842402,MGYC001787547671,20673,21785,-1,ERZ842402.938505-NODE-1897273-length-26278-cov-58.7280,MGYA00590531,26.278,False,36
MGYP001354598431,ERZ842199,MGYC001761368727,56011,57420,1,ERZ842199.238180-NODE-482016-length-101177-cov-23.0000,MGYA00590491,101.177,False,119
MGYP001354857981,ERZ2772487,MGYC001052438923,11358,12746,-1,ERZ2772487.28-NODE-28-length-82437-cov-12.688791,MGYA00587100,82.437,False,73
MGYP001354908430,ERZ2772566,MGYC001062171655,13435,14346,-1,ERZ2772566.296-NODE-296-length-32300-cov-77.370848,MGYA00587111,32.3,False,51
MGYP001355835951,ERZ2772525,MGYC001052580801,41579,42490,-1,ERZ2772525.293-NODE-293-length-44301-cov-7.922931,MGYA00587051,44.301,False,62
MGYP001355835951,ERZ2772542,MGYC001052641591,24051,24962,-1,ERZ2772542.445-NODE-445-length-28849-cov-17.034521,MGYA00587065,28.849,False,33
MGYP001355895848,ERZ842083,MGYC001742982643,86579,87907,1,ERZ842083.50-NODE-50-length-116524-cov-15.042415,MGYA00589025,116.524,False,138
MGYP001355978328,ERZ2772489,MGYC001052439667,755,1747,-1,ERZ2772489.118-NODE-118-length-29198-cov-99.153176,MGYA00587075,29.198,False,45
MGYP001355978328,ERZ2772503,MGYC001052441199,27449,28441,1,ERZ2772503.72-NODE-72-length-30676-cov-39.397407,MGYA00587117,30.676,False,45
MGYP001355978328,ERZ2772503,MGYC001052441243,1537,2529,-1,ERZ2772503.77-NODE-77-length-30043-cov-39.518274,MGYA00587117,30.043,False,45
MGYP001355978328,ERZ2772504,MGYC001052444361,761,1753,-1,ERZ2772504.122-NODE-122-length-29264-cov-100.354446,MGYA00587097,29.264,False,45
MGYP001355978328,ERZ2772557,MGYC001060592155,27512,28504,1,ERZ2772557.94-NODE-94-length-29684-cov-40.653481,MGYA00587078,29.684,False,45
MGYP001355978328,ERZ841911,MGYC001728866007,1208,2200,-1,ERZ841911.664-NODE-664-length-31092-cov-9.681509,MGYA00590452,31.092,False,45
MGYP001356114432,ERZ2772540,MGYC001052522641,78284,80011,1,ERZ2772540.26-NODE-26-length-98619-cov-10.346130,MGYA00587050,98.619,False,96
MGYP001356114432,ERZ836051,MGYC001600017521,18609,20336,-1,ERZ836051.199-NODE-199-length-38670-cov-6.87002,MGYA00593118,38.67,False,42
MGYP001356114432,ERZ841907,MGYC001728326957,27823,29550,-1,ERZ841907.13-NODE-13-length-108482-cov-7.290195,MGYA00590456,108.482,False,111
MGYP001356247208,ERZ2772629,MGYC001067565044,18168,19109,-1,ERZ2772629.234-NODE-234-length-35138-cov-11.014565,MGYA00587055,35.138,False,61
MGYP001356321184,ERZ839424,MGYC001646408701,58194,59558,1,ERZ839424.985109-NODE-2239541-length-63329-cov-12.9935,MGYA00593115,63.329,False,40
MGYP001356321184,ERZ840537,MGYC001631808285,7795,9159,-1,ERZ840537.119-NODE-119-length-119650-cov-8.586638,MGYA00590519,119.65,False,137
MGYP001356321184,ERZ840584,MGYC001654650871,72867,74231,1,ERZ840584.667122-NODE-1396049-length-116499-cov-39.3734,MGYA00590543,116.499,False,120
MGYP001356505179,ERZ840860,MGYC001648273175,32656,33852,-1,ERZ840860.586-NODE-586-length-59178-cov-15.779646,MGYA00590522,59.178,False,67
MGYP001357228300,ERZ2772541,MGYC001052557688,14268,16049,1,ERZ2772541.227-NODE-227-length-35756-cov-7.629282,MGYA00587039,35.756,False,39
MGYP001357278738,ERZ841973,MGYC001730741557,23955,24902,1,ERZ841973.410-NODE-410-length-25124-cov-5.725996,MGYA00590447,25.124,False,48
MGYP001357416196,ERZ829801,MGYC001564068545,15868,17322,-1,ERZ829801.11-NODE-11-length-67581-cov-24.2691,MGYA00589018,67.581,False,56
MGYP001357423325,ERZ2772520,MGYC001052459186,36286,37716,-1,ERZ2772520.57-NODE-57-length-46684-cov-18.991379,MGYA00587041,46.684,False,59
MGYP001357423325,ERZ2772542,MGYC001052594463,36197,37627,-1,ERZ2772542.181-NODE-181-length-48305-cov-127.156332,MGYA00587065,48.305,False,60
MGYP001357423325,ERZ2772552,MGYC001060591814,11654,13084,1,ERZ2772552.67-NODE-67-length-43146-cov-19.211413,MGYA00587046,43.146,False,54
MGYP001357423325,ERZ840593,MGYC001643540961,22076,23506,-1,ERZ840593.839-NODE-839-length-36635-cov-7.497594,MGYA00590542,36.635,False,47
MGYP001357815371,ERZ841748,MGYC001722835243,28048,29835,1,ERZ841748.972-NODE-972-length-29836-cov-6.404419,MGYA00590459,29.836,False,23
MGYP001357845281,ERZ2772531,MGYC001052513214,3223,4566,-1,ERZ2772531.170-NODE-170-length-27852-cov-8.869230,MGYA00587068,27.852,False,33
MGYP001357845281,ERZ2772598,MGYC001062182742,20107,21450,1,ERZ2772598.247-NODE-247-length-30030-cov-4.874862,MGYA00587057,30.03,False,38
MGYP001357845281,ERZ2772601,MGYC001062175317,37227,38570,-1,ERZ2772601.26-NODE-26-length-60494-cov-20.055130,MGYA00587032,60.494,False,82
MGYP001357845281,ERZ2772623,MGYC001067560249,9006,10349,-1,ERZ2772623.261-NODE-261-length-32273-cov-6.183872,MGYA00587027,32.273,False,38
MGYP001357858712,ERZ840860,MGYC001648275157,52533,53810,1,ERZ840860.623-NODE-623-length-58102-cov-5.159922,MGYA00590522,58.102,False,65
MGYP001358631917,ERZ841978,MGYC001732048107,19841,20938,1,ERZ841978.190-NODE-190-length-25224-cov-14.733084,MGYA00590446,25.224,False,39
MGYP001358656968,ERZ833580,MGYC001586401241,16680,18068,1,ERZ833580.977-NODE-977-length-25184-cov-5.061284,MGYA00589049,25.184,False,28
MGYP001358682492,ERZ842402,MGYC001769018629,31285,32460,-1,ERZ842402.330774-NODE-680546-length-71531-cov-14.8915,MGYA00590531,71.531,False,77
MGYP001358976150,ERZ2772485,MGYC001052440476,8544,9482,1,ERZ2772485.141-NODE-141-length-41582-cov-7.230284,MGYA00587119,41.582,False,44
MGYP001358976150,ERZ2772578,MGYC001062171176,42187,43125,-1,ERZ2772578.81-NODE-81-length-59338-cov-5.940320,MGYA00587110,59.338,False,70
MGYP001358976150,ERZ2772600,MGYC001062178634,287,1225,-1,ERZ2772600.102-NODE-102-length-52260-cov-8.326674,MGYA00587033,52.26,False,61
MGYP001358976150,ERZ2772612,MGYC001067557283,44422,45360,1,ERZ2772612.76-NODE-76-length-47478-cov-4.751555,MGYA00587007,47.478,False,55
MGYP001359198652,ERZ2772601,MGYC001062177950,16057,17082,-1,ERZ2772601.120-NODE-120-length-37541-cov-119.934456,MGYA00587032,37.541,False,47
MGYP001359851526,ERZ838778,MGYC001618474783,5651,6559,-1,ERZ838778.528-NODE-528-length-42627-cov-9.061026,MGYA00593017,42.627,False,73
MGYP001359851526,ERZ841028,MGYC001659735393,10875,11783,-1,ERZ841028.841-NODE-841-length-25775-cov-10.843274,MGYA00590561,25.775,False,44
MGYP001359912552,ERZ2772485,MGYC001052441498,22908,23723,-1,ERZ2772485.212-NODE-212-length-33031-cov-50.703299,MGYA00587119,33.031,False,47
MGYP001359912552,ERZ2772486,MGYC001052439207,19980,20795,1,ERZ2772486.118-NODE-118-length-34181-cov-22.251831,MGYA00587044,34.181,False,51
MGYP001359912552,ERZ2772500,MGYC001052441479,18575,19390,1,ERZ2772500.33-NODE-33-length-36494-cov-22.762809,MGYA00587083,36.494,False,49
MGYP001359912552,ERZ2772503,MGYC001052440997,11753,12568,-1,ERZ2772503.53-NODE-53-length-33582-cov-8.154502,MGYA00587117,33.582,False,45
MGYP001359912552,ERZ2772509,MGYC001052449532,14115,14930,-1,ERZ2772509.101-NODE-101-length-30583-cov-43.496200,MGYA00587073,30.583,False,41
MGYP001359912552,ERZ2772512,MGYC001052448380,17105,17920,-1,ERZ2772512.43-NODE-43-length-33582-cov-28.088705,MGYA00587082,33.582,False,45
MGYP001359912552,ERZ2772513,MGYC001052456419,14468,15283,-1,ERZ2772513.51-NODE-51-length-30945-cov-26.107737,MGYA00587115,30.945,False,42
MGYP001359912552,ERZ2772515,MGYC001052447162,17105,17920,-1,ERZ2772515.11-NODE-11-length-36393-cov-34.536023,MGYA00587048,36.393,False,48
MGYP001359912552,ERZ2772533,MGYC001052497711,15662,16477,-1,ERZ2772533.82-NODE-82-length-33582-cov-12.274764,MGYA00587047,33.582,False,45
MGYP001359912552,ERZ2772554,MGYC001060592188,14441,15256,-1,ERZ2772554.84-NODE-84-length-33987-cov-12.407845,MGYA00587092,33.987,False,46
MGYP001359912552,ERZ2772557,MGYC001060591969,22162,22977,1,ERZ2772557.56-NODE-56-length-34680-cov-7.844736,MGYA00587078,34.68,False,46
MGYP001359912552,ERZ2772571,MGYC001062185189,10767,11582,1,ERZ2772571.538-NODE-538-length-27320-cov-7.798863,MGYA00587045,27.32,False,30
MGYP001359912552,ERZ2772578,MGYC001062174089,14519,15334,-1,ERZ2772578.236-NODE-236-length-33031-cov-42.678524,MGYA00587110,33.031,False,46
MGYP001359912552,ERZ2772612,MGYC001067557934,16049,16864,1,ERZ2772612.209-NODE-209-length-33031-cov-209.027505,MGYA00587007,33.031,False,48
MGYP001359912552,ERZ841196,MGYC001671821151,14980,15795,-1,ERZ841196.732-NODE-732-length-33492-cov-17.722314,MGYA00590547,33.492,False,47
MGYP001359912552,ERZ841312,MGYC001676106025,11717,12532,-1,ERZ841312.934-NODE-934-length-28680-cov-16.740751,MGYA00590556,28.68,False,40
MGYP001359912552,ERZ842083,MGYC001743036287,7217,8032,-1,ERZ842083.1148-NODE-1148-length-25921-cov-5.504910,MGYA00589025,25.921,False,44
MGYP001359972910,ERZ840589,MGYC001640868813,9903,11051,1,ERZ840589.119-NODE-119-length-32071-cov-544.956,MGYA00590569,32.071,False,37
MGYP001359985246,ERZ828944,MGYC001564055805,7526,8581,-1,ERZ828944.308-NODE-308-length-26844-cov-22.4259,MGYA00593138,26.844,False,40
MGYP001360014107,ERZ842199,MGYC001769932551,3,518,1,ERZ842199.544742-NODE-1091591-length-27774-cov-24.0930,MGYA00590491,27.774,False,33
MGYP001360418924,ERZ840062,MGYC001627940573,1612,2943,-1,ERZ840062.435-NODE-435-length-29420-cov-7.155593,MGYA00590555,29.42,False,37
MGYP001360448413,ERZ832104,MGYC001572633175,9553,11472,1,ERZ832104.76455-NODE-154233-length-28628-cov-9.0000,MGYA00590575,28.628,False,31
MGYP001360450624,ERZ2772564,MGYC001060599268,9262,10077,-1,ERZ2772564.539-NODE-539-length-27233-cov-102.606667,MGYA00587008,27.233,False,46
MGYP001360450624,ERZ2772596,MGYC001062192948,9262,10077,-1,ERZ2772596.471-NODE-471-length-27236-cov-121.479085,MGYA00587107,27.236,False,46
MGYP001360536183,ERZ841842,MGYC001725280473,33842,35062,1,ERZ841842.844-NODE-844-length-36434-cov-15.686522,MGYA00590453,36.434,False,27
MGYP001361233555,ERZ2772590,MGYC001062177945,31134,32429,-1,ERZ2772590.168-NODE-168-length-45204-cov-4.410375,MGYA00587086,45.204,False,56
MGYP001361233555,ERZ2772622,MGYC001067561218,11536,12831,1,ERZ2772622.232-NODE-232-length-40612-cov-6.860789,MGYA00587076,40.612,False,50
MGYP001361233555,ERZ833580,MGYC001586400035,11536,12831,1,ERZ833580.947-NODE-947-length-25703-cov-15.242202,MGYA00589049,25.703,False,30
MGYP001361233555,ERZ837885,MGYC001612679795,11536,12831,1,ERZ837885.98-NODE-98-length-72241-cov-9.394204,MGYA00593140,72.241,False,95
MGYP001361246788,ERZ840881,MGYC001648873061,16239,17093,1,ERZ840881.2665-NODE-2665-length-29157-cov-5.122157,MGYA00589039,29.157,False,33
MGYP001361294567,ERZ841176,MGYC001670928881,21475,23010,1,ERZ841176.856-NODE-856-length-25707-cov-10.845938,MGYA00590510,25.707,False,38
MGYP001361391651,ERZ841911,MGYC001728880419,15926,17317,-1,ERZ841911.1013-NODE-1013-length-25875-cov-35.403486,MGYA00590452,25.875,False,34
MGYP001361433595,ERZ842064,MGYC001751296965,13977,14885,1,ERZ842064.350602-NODE-709739-length-28007-cov-79.5556,MGYA00589024,28.007,False,42
MGYP001361456003,ERZ841987,MGYC001735280761,25052,26251,-1,ERZ841987.1476-NODE-1476-length-42468-cov-19.125598,MGYA00589026,42.468,False,53
MGYP001361635057,ERZ2772564,MGYC001060593272,58840,60642,-1,ERZ2772564.71-NODE-71-length-73633-cov-47.370192,MGYA00587008,73.633,False,74
MGYP001361655074,ERZ835863,MGYC001599982817,39532,40677,-1,ERZ835863.356-NODE-356-length-55626-cov-94.851487,MGYA00590528,55.626,False,95
MGYP001361682786,ERZ841196,MGYC001671813571,30115,31509,-1,ERZ841196.557-NODE-557-length-38514-cov-10.174940,MGYA00590547,38.514,False,56
MGYP001361814446,ERZ833580,MGYC001586348167,61454,62620,-1,ERZ833580.73-NODE-73-length-84017-cov-8.784343,MGYA00589049,84.017,False,73
MGYP001361878569,ERZ841748,MGYC001722835191,26088,27167,-1,ERZ841748.946-NODE-946-length-30232-cov-216.314842,MGYA00590459,30.232,False,36
MGYP001362426547,ERZ794931,MGYC000403337374,20221,21264,1,ERZ794931.393-NODE-393-length-50586-cov-33.932873,MGYA00375792,50.586,False,53
MGYP001362646533,ERZ841489,MGYC001715563165,14423,15331,1,ERZ841489.490020-NODE-1068634-length-29016-cov-17.4890,MGYA00590460,29.016,False,31
MGYP001362647428,ERZ841748,MGYC001722835581,11376,12284,-1,ERZ841748.1141-NODE-1141-length-27453-cov-36.137966,MGYA00590459,27.453,False,51
MGYP001362858699,ERZ828944,MGYC001564050861,1314,2294,-1,ERZ828944.165-NODE-165-length-34348-cov-34.1534,MGYA00593138,34.348,False,52
MGYP001362858699,ERZ828946,MGYC001564052247,1751,2731,-1,ERZ828946.186-NODE-186-length-33458-cov-32.1056,MGYA00589059,33.458,False,52
MGYP001363072756,ERZ2772543,MGYC001052539187,11638,13074,1,ERZ2772543.75-NODE-75-length-42568-cov-10.828664,MGYA00587093,42.568,False,50
MGYP001363072756,ERZ2772601,MGYC001062176953,2984,4420,-1,ERZ2772601.82-NODE-82-length-42310-cov-8.051544,MGYA00587032,42.31,False,60
MGYP001363754066,ERZ794918,MGYC000398136146,24934,25908,-1,ERZ794918.707-NODE-707-length-30024-cov-6.478212,MGYA00375785,30.024,False,37
MGYP001363754066,ERZ794928,MGYC000403297160,11797,12771,1,ERZ794928.726-NODE-726-length-30016-cov-7.718260,MGYA00375789,30.016,False,31
MGYP001363911182,ERZ842010,MGYC001736893745,10556,11542,1,ERZ842010.169-NODE-169-length-26579-cov-10.111823,MGYA00589032,26.579,False,24
MGYP001363911918,ERZ2772571,MGYC001062173786,16091,17866,-1,ERZ2772571.171-NODE-171-length-60655-cov-13.860924,MGYA00587045,60.655,False,91
MGYP001363911918,ERZ841028,MGYC001659722709,17122,18897,1,ERZ841028.571-NODE-571-length-32223-cov-16.335986,MGYA00590561,32.223,False,38
MGYP001363911918,ERZ841477,MGYC001700394455,49022,50797,1,ERZ841477.30-NODE-30-length-64292-cov-7.678986,MGYA00590551,64.292,False,103
MGYP001363911918,ERZ841645,MGYC001721915923,16131,17906,-1,ERZ841645.609039-NODE-1208412-length-87919-cov-29.6987,MGYA00590463,87.919,False,160
MGYP001363974874,ERZ841911,MGYC001728841897,34,1299,-1,ERZ841911.138-NODE-138-length-57702-cov-12.342845,MGYA00590452,57.702,False,55
MGYP001437237038,ERZ841911,MGYC001728841897,13215,14552,-1,ERZ841911.138-NODE-138-length-57702-cov-12.342845,MGYA00590452,57.702,False,55
MGYP001363977109,ERZ840995,MGYC001658934001,19970,21007,-1,ERZ840995.89-NODE-89-length-34736-cov-19.9018,MGYA00590538,34.736,False,33
MGYP001364045385,ERZ841404,MGYC001686826525,11717,13588,-1,ERZ841404.1418-NODE-1418-length-28021-cov-20.832439,MGYA00590499,28.021,False,32
MGYP001364082992,ERZ842400,MGYC001775285751,1,993,1,ERZ842400.605649-NODE-1277469-length-28297-cov-17.6553,MGYA00593225,28.297,False,25
MGYP001364332096,ERZ841394,MGYC001686124215,20600,21574,1,ERZ841394.638-NODE-638-length-51012-cov-7.905842,MGYA00590494,51.012,False,72
MGYP001364365828,ERZ838492,MGYC001617449651,13904,14890,-1,ERZ838492.298-NODE-298-length-34566-cov-98.406189,MGYA00593110,34.566,False,43
MGYP001364524519,ERZ2772590,MGYC001062173178,66484,67977,1,ERZ2772590.35-NODE-35-length-109045-cov-5.612662,MGYA00587086,109.045,False,120
MGYP001364524519,ERZ2772628,MGYC001067558779,49989,51482,1,ERZ2772628.30-NODE-30-length-131091-cov-6.885642,MGYA00587025,131.091,False,129
MGYP001364653811,ERZ1764838,MGYC001119252762,3399,4952,1,ERZ1764838.105-NODE-105-length-27012-cov-8.794228,MGYA00587376,27.012,False,41
MGYP001365115850,ERZ794917,MGYC000398082377,13344,14579,1,ERZ794917.363-NODE-363-length-57479-cov-6.181178,MGYA00375784,57.479,False,68
MGYP001365287079,ERZ838778,MGYC001618486073,1410,2513,-1,ERZ838778.893-NODE-893-length-33703-cov-46.536971,MGYA00593017,33.703,False,36
MGYP001365294172,ERZ2772590,MGYC001062173122,73759,75165,1,ERZ2772590.34-NODE-34-length-112462-cov-6.898841,MGYA00587086,112.462,False,104
MGYP001365294172,ERZ2772622,MGYC001067558276,26767,28173,-1,ERZ2772622.57-NODE-57-length-101090-cov-6.230504,MGYA00587076,101.09,False,88
MGYP001365294172,ERZ829065,MGYC001564055749,113387,114793,1,ERZ829065.3-NODE-3-length-152002-cov-24.8809,MGYA00593135,152.002,False,181
MGYP001365294172,ERZ831412,MGYC001564093391,37210,38616,-1,ERZ831412.3-NODE-3-length-111533-cov-24.8959,MGYA00589017,111.533,False,102
MGYP001365294172,ERZ833580,MGYC001586346193,72918,74324,1,ERZ833580.52-NODE-52-length-95742-cov-88.505126,MGYA00589049,95.742,False,80
MGYP001365294172,ERZ837885,MGYC001612676157,72918,74324,1,ERZ837885.39-NODE-39-length-103137-cov-137.424080,MGYA00593140,103.137,False,90
MGYP001365294172,ERZ842113,MGYC001747219631,72918,74324,1,ERZ842113.12-NODE-12-length-89630-cov-102.661903,MGYA00590440,89.63,False,70
MGYP001365354040,ERZ2772531,MGYC001052515190,162,1316,1,ERZ2772531.190-NODE-190-length-26377-cov-10.701201,MGYA00587068,26.377,False,27
MGYP001365354040,ERZ839901,MGYC001631431935,43249,44403,-1,ERZ839901.230025-NODE-438751-length-46436-cov-13.0000,MGYA00593108,46.436,False,56
MGYP001365450113,ERZ2772613,MGYC001067557395,53887,55671,-1,ERZ2772613.80-NODE-80-length-57571-cov-6.929620,MGYA00587077,57.571,False,67
MGYP001365450113,ERZ2772644,MGYC001067566911,42562,44346,-1,ERZ2772644.188-NODE-188-length-46246-cov-49.895629,MGYA00587101,46.246,False,52
MGYP001365563294,ERZ3422088,MGYC001322317319,10855,11766,-1,ERZ3422088.1612-NODE-1612-length-30697-cov-22.350728,MGYA00593005,30.697,False,59
MGYP001365877324,ERZ2772483,MGYC001052438882,30021,31022,1,ERZ2772483.68-NODE-68-length-34121-cov-32.273469,MGYA00587773,34.121,False,46
