MGYP,Biome Category,Biome Type,Biome Subtype,Ecosystem Type,Specific Ecosystem
MGYP003131752919,Environmental,Aquatic,Marine,,
MGYP003131763798,Environmental,Aquatic,Marine,,
MGYP003131802633,Environmental,Aquatic,Marine,,
MGYP003131803286,Environmental,Aquatic,Marine,,
MGYP003131805264,Environmental,Aquatic,Marine,,
MGYP003131805704,Environmental,Aquatic,Marine,,
MGYP003131861894,Environmental,Aquatic,Marine,,
MGYP003131873238,Environmental,Aquatic,Marine,,
MGYP003131886835,Environmental,Aquatic,Marine,,
MGYP003131900327,Environmental,Aquatic,Marine,,
MGYP003131905114,Environmental,Aquatic,Marine,,
MGYP003131911685,Environmental,Aquatic,Marine,,
MGYP003131924773,Environmental,Aquatic,Marine,,
MGYP003131965124,Environmental,Aquatic,Marine,,
MGYP003131974671,Environmental,Aquatic,Marine,,
MGYP003131977220,Environmental,Aquatic,Marine,,
MGYP003131978844,Environmental,Aquatic,Marine,,
MGYP003131979674,Environmental,Aquatic,Marine,,
MGYP003131986813,Environmental,Aquatic,Marine,,
MGYP003132011367,Environmental,Aquatic,Marine,,
MGYP003132077312,Environmental,Aquatic,Marine,,
MGYP003132079635,Environmental,Aquatic,Marine,,
MGYP003132112768,Environmental,Aquatic,Marine,,
MGYP003132116479,Environmental,Aquatic,Marine,,
MGYP003132124933,Environmental,Aquatic,Marine,,
MGYP003132194987,Environmental,Aquatic,Marine,,
MGYP003132251715,Environmental,Aquatic,Marine,,
MGYP003132349540,Environmental,Aquatic,Marine,,
MGYP003132354304,Environmental,Aquatic,Marine,,
MGYP003132354880,Environmental,Aquatic,Marine,,
MGYP003132371280,Environmental,Aquatic,Marine,,
MGYP003132411788,Environmental,Aquatic,Marine,,
MGYP003132449900,Environmental,Aquatic,Marine,,
MGYP003132507861,Environmental,Aquatic,Marine,,
MGYP003132523208,Environmental,Aquatic,Marine,,
MGYP003132581759,Environmental,Aquatic,Marine,,
MGYP003132612910,Environmental,Aquatic,Marine,,
MGYP003132628089,Environmental,Aquatic,Marine,,
MGYP003132631419,Environmental,Aquatic,Marine,,
MGYP003132635862,Environmental,Aquatic,Marine,,
MGYP003132644972,Environmental,Aquatic,Marine,,
MGYP003132695790,Environmental,Aquatic,Marine,,
MGYP003132707961,Environmental,Aquatic,Marine,,
MGYP003132708493,Environmental,Aquatic,Marine,,
MGYP003132720259,Environmental,Aquatic,Marine,,
MGYP003132722702,Environmental,Aquatic,Marine,,
MGYP003132740542,Environmental,Aquatic,Marine,,
MGYP003132782205,Environmental,Aquatic,Marine,,
MGYP003132850153,Environmental,Aquatic,Marine,,
MGYP003132853655,Environmental,Aquatic,Marine,,
MGYP003133000315,Environmental,Aquatic,Marine,,
MGYP003133009355,Environmental,Aquatic,Marine,,
MGYP003133030035,Environmental,Aquatic,Marine,,
MGYP003133030325,Environmental,Aquatic,Marine,,
MGYP003133032546,Environmental,Aquatic,Marine,,
MGYP003133150347,Environmental,Aquatic,Marine,,
MGYP003133310052,Environmental,Aquatic,Marine,,
MGYP003133842258,Environmental,Aquatic,Marine,,
MGYP003133847089,Environmental,Aquatic,Marine,,
MGYP003133862515,Environmental,Aquatic,Marine,,
MGYP003133878326,Environmental,Aquatic,Marine,,
MGYP003134076586,Environmental,Aquatic,Marine,,
MGYP003134285943,Environmental,Aquatic,Marine,,
MGYP003134343082,Environmental,Aquatic,Marine,,
MGYP003134444350,Environmental,Aquatic,Marine,,
MGYP003134492096,Environmental,Aquatic,Marine,,
MGYP003134589469,Environmental,Aquatic,Marine,,
MGYP003134644496,Environmental,Aquatic,Marine,,
MGYP003134650983,Environmental,Aquatic,Marine,,
MGYP003134791083,Environmental,Aquatic,Marine,,
MGYP003134820753,Environmental,Aquatic,Marine,,
MGYP003135668881,Environmental,Aquatic,Marine,,
MGYP003143302346,Environmental,Aquatic,Marine,,
MGYP003143336405,Environmental,Aquatic,Marine,,
MGYP003143538661,Environmental,Aquatic,Marine,,
MGYP003143758531,Environmental,Aquatic,Marine,,
MGYP003143779196,Environmental,Aquatic,Marine,,
MGYP003143860998,Environmental,Aquatic,Marine,,
MGYP003143863407,Environmental,Aquatic,Marine,,
MGYP003143896327,Environmental,Aquatic,Marine,,
MGYP003143912462,Environmental,Aquatic,Marine,,
MGYP003143948241,Environmental,Aquatic,Marine,,
MGYP003144038937,Environmental,Aquatic,Marine,,
MGYP003144111810,Environmental,Aquatic,Marine,,
MGYP003144195444,Environmental,Aquatic,Marine,,
MGYP003144277629,Environmental,Aquatic,Marine,,
MGYP003144278637,Environmental,Aquatic,Marine,,
MGYP003144308258,Environmental,Aquatic,Marine,,
MGYP003144365989,Environmental,Aquatic,Marine,,
MGYP003144635947,Environmental,Aquatic,Marine,,
MGYP003144987267,Environmental,Aquatic,Marine,,
MGYP003145474920,Environmental,Aquatic,Marine,,
MGYP003145562269,Environmental,Aquatic,Marine,,
MGYP003145785247,Environmental,Aquatic,Marine,,
MGYP003145882433,Environmental,Aquatic,Marine,,
MGYP003146007853,Environmental,Aquatic,Marine,,
MGYP003146267043,Environmental,Aquatic,Marine,,
MGYP003147090077,Environmental,Aquatic,Marine,,
MGYP003147470617,Environmental,Aquatic,Marine,,
MGYP003147512252,Environmental,Aquatic,Marine,,
MGYP003147592118,Environmental,Aquatic,Marine,,
MGYP003147643989,Environmental,Aquatic,Marine,,
MGYP003148233577,Environmental,Aquatic,Marine,,
MGYP003148333728,Environmental,Aquatic,Marine,,
MGYP003148598028,Environmental,Aquatic,Marine,,
MGYP003171785424,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003177265781,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003177422248,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003177775638,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003177821464,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003177961729,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003177961729,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003180975838,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003181136323,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003181827401,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003182819382,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003186132058,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003186405838,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003186419982,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003190420027,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003190544445,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003191141045,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003194345035,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003194738200,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003198615980,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003198712874,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003198722132,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003203574958,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003203672706,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003204040081,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003204103103,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003205212928,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003205503727,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003205980395,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003206433857,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003212524367,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003216357466,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003221559410,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003226455751,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003230362339,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003234681818,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003237769608,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003239287391,Host-associated,Mammals,Digestive system,Large intestine,Fecal
MGYP003251308532,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003253868944,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003257694456,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003265000637,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003266128837,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003276472124,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003276588014,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003278046883,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003286778184,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003287154602,Mixed,,,,
MGYP003287283929,Mixed,,,,
MGYP003288119359,Mixed,,,,
MGYP003288323838,Mixed,,,,
MGYP003288402760,Mixed,,,,
MGYP003288454431,Mixed,,,,
MGYP003289021717,Mixed,,,,
MGYP003289137846,Mixed,,,,
MGYP003289147529,Mixed,,,,
MGYP003289149441,Mixed,,,,
MGYP003289271026,Mixed,,,,
MGYP003289315980,Mixed,,,,
MGYP003289347611,Mixed,,,,
MGYP003289471859,Mixed,,,,
MGYP003289565808,Mixed,,,,
MGYP003289700650,Mixed,,,,
MGYP003289899142,Mixed,,,,
MGYP003290089060,Mixed,,,,
MGYP003290198821,Mixed,,,,
MGYP003290260471,Mixed,,,,
MGYP003290296536,Mixed,,,,
MGYP003291737997,Mixed,,,,
MGYP003291991102,Mixed,,,,
MGYP003292003403,Mixed,,,,
MGYP003292087546,Mixed,,,,
MGYP003292206189,Mixed,,,,
MGYP003297643358,Environmental,Aquatic,Marine,,
MGYP003298377114,Mixed,,,,
MGYP003299001932,Mixed,,,,
MGYP003299548136,Mixed,,,,
MGYP003300173728,Mixed,,,,
MGYP003300348033,Mixed,,,,
MGYP003300397563,Mixed,,,,
MGYP003300951624,Mixed,,,,
MGYP003302165361,Mixed,,,,
MGYP003302261840,Mixed,,,,
MGYP003302485682,Mixed,,,,
MGYP003302610709,Mixed,,,,
MGYP003307171788,Mixed,,,,
MGYP003312314320,Environmental,Aquatic,Marine,,
MGYP003312479438,Environmental,Aquatic,Marine,,
MGYP003312577748,Environmental,Aquatic,Marine,,
MGYP003312650426,Environmental,Aquatic,Marine,,
MGYP003314210992,Environmental,Aquatic,Marine,,
MGYP003318839404,Environmental,Aquatic,Marine,,
MGYP003320786395,Environmental,Aquatic,Marine,,
MGYP003321325438,Environmental,Aquatic,Marine,Oceanic,
MGYP003322653963,Environmental,Aquatic,Marine,,
MGYP003322687247,Environmental,Aquatic,Marine,,
MGYP003322770592,Environmental,Aquatic,Marine,Oceanic,
MGYP003323153417,Environmental,Aquatic,Marine,,
MGYP003325516961,Environmental,Aquatic,Marine,Oceanic,
MGYP003325740347,Environmental,Aquatic,Marine,Oceanic,
MGYP003327949767,Environmental,Aquatic,Marine,Oceanic,
MGYP003329398298,Environmental,Aquatic,Marine,Oceanic,
MGYP003331015935,Environmental,Aquatic,Marine,Oceanic,
MGYP003331240882,Environmental,Aquatic,Marine,Oceanic,
MGYP003331480088,Environmental,Aquatic,Marine,Oceanic,
MGYP003332394819,Environmental,Aquatic,Marine,Oceanic,
MGYP003332684113,Environmental,Aquatic,Marine,Oceanic,
MGYP003332712810,Environmental,Aquatic,Marine,Oceanic,
MGYP003333152505,Environmental,Aquatic,Marine,Oceanic,
MGYP003333389062,Environmental,Aquatic,Marine,Oceanic,
MGYP003333389410,Environmental,Aquatic,Marine,Oceanic,
MGYP003333925207,Environmental,Aquatic,Marine,Oceanic,
MGYP003333955921,Environmental,Aquatic,Marine,Oceanic,
MGYP003334083347,Environmental,Aquatic,Marine,Oceanic,
MGYP003334228373,Environmental,Aquatic,Marine,Oceanic,
MGYP003335440937,Environmental,Aquatic,Marine,Oceanic,
MGYP003337249553,Environmental,Aquatic,Marine,Oceanic,
MGYP003340515683,Environmental,Aquatic,Marine,Oceanic,
MGYP003341041167,Environmental,Aquatic,Marine,Oceanic,
MGYP003342430370,Environmental,Aquatic,Marine,Oceanic,
MGYP003342797786,Environmental,Aquatic,Marine,Oceanic,
MGYP003342830123,Environmental,Aquatic,Marine,Oceanic,
MGYP003357118485,Host-associated,Human,Digestive system,Oral,Saliva
MGYP003357318969,Host-associated,Human,Digestive system,Oral,Saliva
MGYP003361717447,Engineered,Food production,Dairy products,,
MGYP003361793332,Engineered,Food production,Dairy products,,
MGYP003361846380,Engineered,Food production,Dairy products,,
MGYP003361980941,Engineered,Food production,Dairy products,,
MGYP003362069973,Engineered,Food production,Dairy products,,
MGYP003362106639,Engineered,Food production,Dairy products,,
MGYP003363530338,Engineered,Modeled,Simulated communities (microbial mixture),,
MGYP003365006076,Engineered,Food production,Dairy products,,
MGYP003365015307,Engineered,Food production,Dairy products,,
MGYP003365071608,Engineered,Food production,Dairy products,,
MGYP003365220014,Engineered,Food production,Dairy products,,
MGYP003365230747,Engineered,Food production,Dairy products,,
MGYP003365459109,Engineered,Food production,Dairy products,,
MGYP003366652483,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003366652500,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003366799095,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003366972669,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003366996827,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003367082268,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003369226081,Host-associated,Mammals,Digestive system,Fecal,
MGYP003369288678,Host-associated,Mammals,Digestive system,Fecal,
MGYP003369753235,Host-associated,Mammals,Digestive system,Fecal,
MGYP003369771981,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003370002623,Host-associated,Mammals,Digestive system,Fecal,
MGYP003370124888,Host-associated,Mammals,Digestive system,Fecal,
MGYP003370219555,Host-associated,Mammals,Digestive system,Fecal,
MGYP003370706527,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003370907635,Host-associated,Human,Digestive system,Large intestine,Fecal
MGYP003371163271,Host-associated,Mammals,Digestive system,Fecal,
MGYP003371337604,Host-associated,Mammals,Digestive system,Fecal,
MGYP003371650251,Host-associated,Mammals,Digestive system,Fecal,
MGYP003372035793,Host-associated,Mammals,Digestive system,Fecal,
MGYP003372228945,Host-associated,Mammals,Digestive system,Fecal,
MGYP003384526964,Environmental,Aquatic,Freshwater,Drinking water,Delivery networks
MGYP003384745367,Engineered,Lab enrichment,Defined media,Marine media,
MGYP003385344781,Environmental,Aquatic,Freshwater,Drinking water,Delivery networks
MGYP003386945465,Engineered,Lab enrichment,Defined media,Marine media,
MGYP003387594271,Engineered,Lab enrichment,Defined media,Marine media,
MGYP003387594271,Environmental,Aquatic,Marine,,
MGYP003388635561,Engineered,Lab enrichment,Defined media,Marine media,
MGYP003388635561,Environmental,Aquatic,Marine,,
MGYP003390016010,Environmental,Aquatic,Freshwater,Drinking water,Delivery networks
MGYP003391900473,Environmental,Aquatic,Freshwater,Drinking water,Delivery networks
MGYP003392391534,Environmental,Aquatic,Freshwater,Drinking water,Delivery networks
MGYP003393043718,Environmental,Aquatic,Freshwater,Drinking water,Delivery networks
MGYP003393053342,Environmental,Aquatic,Freshwater,Drinking water,Delivery networks
MGYP003393108739,Environmental,Aquatic,Freshwater,Drinking water,Delivery networks
MGYP003396736541,Mixed,,,,
MGYP003396870728,Mixed,,,,
MGYP003402881001,Mixed,,,,
MGYP003407064551,Mixed,,,,
MGYP003417750563,Mixed,,,,
MGYP003418012460,Mixed,,,,
MGYP003418182548,Mixed,,,,
MGYP003439468818,Mixed,,,,
MGYP003439649812,Mixed,,,,
MGYP003487815705,Mixed,,,,
MGYP003508069113,Mixed,,,,
MGYP003525809059,Mixed,,,,
MGYP003561695899,Environmental,Aquatic,Marine,Intertidal zone,Salt marsh
MGYP003571247909,Host-associated,Mammals,Digestive system,Midgut,
MGYP003571254219,Host-associated,Mammals,Digestive system,Midgut,
MGYP003571257895,Host-associated,Mammals,Digestive system,Midgut,
MGYP003571258258,Host-associated,Mammals,Digestive system,Midgut,
MGYP003583420273,Engineered,Wastewater,Water and sludge,,
MGYP003584008983,Engineered,Wastewater,Water and sludge,,
MGYP003584208136,Engineered,Wastewater,Water and sludge,,
MGYP003584425436,Engineered,Wastewater,Water and sludge,,
MGYP003584596180,Engineered,Wastewater,Water and sludge,,
MGYP003584602088,Engineered,Wastewater,Water and sludge,,
MGYP003584984683,Engineered,Wastewater,Water and sludge,,
MGYP003585177601,Engineered,Wastewater,Water and sludge,,
MGYP003591772479,Engineered,Wastewater,Water and sludge,,
MGYP003598712058,Engineered,Wastewater,Water and sludge,,
MGYP003605592530,Engineered,Wastewater,Water and sludge,,
MGYP003614871855,Engineered,Wastewater,Water and sludge,,
MGYP003617708354,Engineered,Wastewater,Water and sludge,,
MGYP003624168637,Environmental,Aquatic,Marine,,
MGYP003624183582,Environmental,Aquatic,Marine,,
MGYP003624188252,Environmental,Aquatic,Marine,,
MGYP003624193607,Environmental,Aquatic,Marine,,
MGYP003624197090,Environmental,Aquatic,Marine,,
MGYP003624197271,Environmental,Aquatic,Marine,,
MGYP003624210788,Environmental,Aquatic,Marine,,
MGYP003624216520,Environmental,Aquatic,Marine,,
MGYP003624226484,Environmental,Aquatic,Marine,,
MGYP003624258631,Environmental,Aquatic,Marine,,
MGYP003624265722,Environmental,Aquatic,Marine,,
MGYP003624294312,Environmental,Aquatic,Marine,,
MGYP003624330068,Environmental,Aquatic,Marine,,
MGYP003624347314,Environmental,Aquatic,Marine,,
MGYP003624358200,Environmental,Aquatic,Marine,,
MGYP003624376069,Environmental,Aquatic,Marine,,
MGYP003624381722,Environmental,Aquatic,Marine,,
MGYP003624382026,Environmental,Aquatic,Marine,,
MGYP003624438175,Environmental,Aquatic,Marine,,
MGYP003624463172,Environmental,Aquatic,Marine,,
MGYP003624470077,Environmental,Aquatic,Marine,,
MGYP003624477911,Environmental,Aquatic,Marine,,
MGYP003624483720,Environmental,Aquatic,Marine,,
MGYP003624493621,Environmental,Aquatic,Marine,,
MGYP003624506557,Environmental,Aquatic,Marine,,
MGYP003624514218,Environmental,Aquatic,Marine,,
MGYP003624525850,Environmental,Aquatic,Marine,,
MGYP003624549103,Environmental,Aquatic,Marine,,
MGYP003624557185,Environmental,Aquatic,Marine,,
MGYP003624558656,Environmental,Aquatic,Marine,,
MGYP003624568872,Environmental,Aquatic,Marine,,
MGYP003624569059,Environmental,Aquatic,Marine,,
MGYP003624603248,Environmental,Aquatic,Marine,,
MGYP003624630923,Environmental,Aquatic,Marine,,
MGYP003624727194,Environmental,Aquatic,Marine,,
MGYP003624849420,Environmental,Aquatic,Marine,,
MGYP003624851484,Environmental,Aquatic,Marine,,
MGYP003624883520,Environmental,Aquatic,Marine,,
MGYP003624910605,Environmental,Aquatic,Marine,,
MGYP003624930978,Environmental,Aquatic,Marine,,
MGYP003624937466,Environmental,Aquatic,Marine,,
MGYP003624947089,Environmental,Aquatic,Marine,,
MGYP003624973262,Environmental,Aquatic,Marine,,
MGYP003624978134,Environmental,Aquatic,Marine,,
MGYP003625121643,Environmental,Aquatic,Marine,,
MGYP003625632346,Environmental,Aquatic,Marine,,
MGYP003625934814,Environmental,Aquatic,Marine,,
MGYP003625971629,Environmental,Aquatic,Marine,,
MGYP003626031653,Environmental,Aquatic,Marine,,
MGYP003626082701,Environmental,Aquatic,Marine,,
MGYP003626114519,Environmental,Aquatic,Marine,,
MGYP003626144734,Environmental,Aquatic,Marine,,
MGYP003626152403,Environmental,Aquatic,Marine,,
MGYP003626196855,Environmental,Aquatic,Marine,,
MGYP003626197691,Environmental,Aquatic,Marine,,
MGYP003626207495,Environmental,Aquatic,Marine,,
MGYP003626247074,Environmental,Aquatic,Marine,,
MGYP003626251844,Environmental,Aquatic,Marine,,
MGYP003626432768,Environmental,Aquatic,Marine,,
MGYP003626493905,Environmental,Aquatic,Marine,,
MGYP003626512906,Environmental,Aquatic,Marine,,
MGYP003626524223,Environmental,Aquatic,Marine,,
MGYP003626607886,Environmental,Aquatic,Marine,,
MGYP003626675501,Environmental,Aquatic,Marine,,
MGYP003626685010,Environmental,Aquatic,Marine,,
MGYP003626701920,Environmental,Aquatic,Marine,,
MGYP003626707788,Environmental,Aquatic,Marine,,
MGYP003626729650,Environmental,Aquatic,Marine,,
MGYP003626751543,Environmental,Aquatic,Marine,,
MGYP003626808622,Environmental,Aquatic,Marine,,
MGYP003626833247,Environmental,Aquatic,Marine,,
MGYP003627349045,Environmental,Aquatic,Marine,,
MGYP003627575321,Environmental,Aquatic,Marine,,
MGYP003627666081,Environmental,Aquatic,Marine,,
MGYP003627698165,Environmental,Aquatic,Marine,,
MGYP003627813110,Environmental,Aquatic,Marine,,
MGYP003629465916,Environmental,Aquatic,Marine,,
MGYP003629515077,Environmental,Aquatic,Marine,,
MGYP003629521487,Environmental,Aquatic,Marine,,
MGYP003629765717,Environmental,Aquatic,Marine,,
MGYP003629788083,Environmental,Aquatic,Marine,,
MGYP003629805353,Environmental,Aquatic,Marine,,
MGYP003629818996,Environmental,Aquatic,Marine,,
MGYP003629841674,Environmental,Aquatic,Marine,,
MGYP003629842636,Environmental,Aquatic,Marine,,
MGYP003629847137,Environmental,Aquatic,Marine,,
MGYP003629856464,Environmental,Aquatic,Marine,,
MGYP003629858794,Environmental,Aquatic,Marine,,
MGYP003629867423,Environmental,Aquatic,Marine,,
MGYP003629909976,Environmental,Aquatic,Marine,,
MGYP003630009956,Environmental,Aquatic,Marine,,
MGYP003630051464,Environmental,Aquatic,Marine,,
MGYP003630084748,Environmental,Aquatic,Marine,,
MGYP003630281003,Environmental,Aquatic,Marine,,
MGYP003630292458,Environmental,Aquatic,Marine,,
MGYP003630302123,Environmental,Aquatic,Marine,,
MGYP003630311414,Environmental,Aquatic,Marine,,
MGYP003630488781,Environmental,Aquatic,Marine,,
MGYP003630507831,Environmental,Aquatic,Marine,,
MGYP003630538787,Environmental,Aquatic,Marine,,
MGYP003630556403,Environmental,Aquatic,Marine,,
MGYP003630613988,Environmental,Aquatic,Marine,,
MGYP003630673280,Environmental,Aquatic,Marine,,
MGYP003630751493,Environmental,Aquatic,Marine,,
MGYP003630773743,Environmental,Aquatic,Marine,,
MGYP003630777285,Environmental,Aquatic,Marine,,
MGYP003630789375,Environmental,Aquatic,Marine,,
MGYP003630813851,Environmental,Aquatic,Marine,,
MGYP003630825227,Environmental,Aquatic,Marine,,
MGYP003630831318,Environmental,Aquatic,Marine,,
MGYP003630857322,Environmental,Aquatic,Marine,,
MGYP003630886785,Environmental,Aquatic,Marine,,
MGYP003630897499,Environmental,Aquatic,Marine,,
MGYP003630974744,Environmental,Aquatic,Marine,,
MGYP003630982898,Environmental,Aquatic,Marine,,
MGYP003631126371,Environmental,Aquatic,Marine,,
MGYP003631127559,Environmental,Aquatic,Marine,,
MGYP003631151970,Environmental,Aquatic,Marine,,
MGYP003631299480,Environmental,Aquatic,Marine,,
MGYP003631326536,Environmental,Aquatic,Marine,,
MGYP003631430997,Environmental,Aquatic,Marine,,
MGYP003631449103,Environmental,Aquatic,Marine,,
MGYP003631570727,Environmental,Aquatic,Marine,,
MGYP003631647751,Environmental,Aquatic,Marine,,
MGYP003631662569,Environmental,Aquatic,Marine,,
MGYP003631731943,Environmental,Aquatic,Marine,,
MGYP003631754286,Environmental,Aquatic,Marine,,
MGYP003631760261,Environmental,Aquatic,Marine,,
MGYP003631795268,Environmental,Aquatic,Marine,,
MGYP003631798119,Environmental,Aquatic,Marine,,
MGYP003631902059,Environmental,Aquatic,Marine,,
MGYP003631905773,Environmental,Aquatic,Marine,,
MGYP003631907802,Environmental,Aquatic,Marine,,
MGYP003631917517,Environmental,Aquatic,Marine,,
MGYP003631978404,Environmental,Aquatic,Marine,,
MGYP003631999817,Environmental,Aquatic,Marine,,
MGYP003632026997,Environmental,Aquatic,Marine,,
MGYP003632042197,Environmental,Aquatic,Marine,,
MGYP003632088162,Environmental,Aquatic,Marine,,
MGYP003632254601,Environmental,Aquatic,Marine,,
MGYP003632366658,Environmental,Aquatic,Marine,,
MGYP003632507320,Environmental,Aquatic,Marine,,
MGYP003632619538,Environmental,Aquatic,Marine,,
MGYP003632672825,Environmental,Aquatic,Marine,,
MGYP003632769873,Environmental,Aquatic,Marine,,
MGYP003632815236,Environmental,Aquatic,Marine,,
MGYP003632817224,Environmental,Aquatic,Marine,,
MGYP003632863261,Environmental,Aquatic,Marine,,
MGYP003632958549,Environmental,Aquatic,Marine,,
MGYP003632975392,Environmental,Aquatic,Marine,,
MGYP003633012900,Environmental,Aquatic,Marine,,
MGYP003633037649,Environmental,Aquatic,Marine,,
MGYP003633038960,Environmental,Aquatic,Marine,,
MGYP003633071237,Environmental,Aquatic,Marine,,
MGYP003633099443,Environmental,Aquatic,Marine,,
MGYP003633151771,Environmental,Aquatic,Marine,,
MGYP003633222652,Environmental,Aquatic,Marine,,
MGYP003633225274,Environmental,Aquatic,Marine,,
MGYP003633654069,Environmental,Aquatic,Marine,,
MGYP003633757380,Environmental,Aquatic,Marine,,
MGYP003634397047,Environmental,Aquatic,Marine,,
MGYP003634417012,Environmental,Aquatic,Marine,,
MGYP003634715665,Environmental,Aquatic,Marine,,
MGYP003635397750,Environmental,Aquatic,Marine,,
MGYP003635721123,Environmental,Aquatic,Marine,,
MGYP003635766129,Environmental,Aquatic,Marine,,
MGYP003635994791,Environmental,Aquatic,Marine,,
MGYP003636030588,Environmental,Aquatic,Marine,,
MGYP003636133683,Environmental,Aquatic,Marine,,
MGYP003636214113,Environmental,Aquatic,Marine,,
MGYP003636312911,Environmental,Aquatic,Marine,,
MGYP003636390437,Environmental,Aquatic,Marine,,
MGYP003636475424,Environmental,Aquatic,Marine,,
MGYP003636498751,Environmental,Aquatic,Marine,,
MGYP003636515808,Environmental,Aquatic,Marine,,
MGYP003636552813,Environmental,Aquatic,Marine,,
MGYP003636591556,Environmental,Aquatic,Marine,,
MGYP003636594102,Environmental,Aquatic,Marine,,
MGYP003636681421,Environmental,Aquatic,Marine,,
MGYP003636822606,Environmental,Aquatic,Marine,,
MGYP003636907381,Environmental,Aquatic,Marine,,
MGYP003636931262,Environmental,Aquatic,Marine,,
MGYP003637047435,Environmental,Aquatic,Marine,,
MGYP003637280897,Environmental,Aquatic,Marine,,
MGYP003637607232,Environmental,Aquatic,Marine,,
MGYP003637788098,Environmental,Aquatic,Marine,,
MGYP003637833307,Environmental,Aquatic,Marine,,
MGYP003637843795,Environmental,Aquatic,Marine,,
MGYP003638012395,Environmental,Aquatic,Marine,,
MGYP003638109384,Environmental,Aquatic,Marine,,
MGYP003638149797,Environmental,Aquatic,Marine,,
MGYP003638283004,Environmental,Aquatic,Marine,,
MGYP003638283103,Environmental,Aquatic,Marine,,
MGYP003638320481,Environmental,Aquatic,Marine,,
MGYP003638374876,Environmental,Aquatic,Marine,,
MGYP003638549746,Environmental,Aquatic,Marine,,
MGYP003638900426,Environmental,Aquatic,Marine,,
MGYP003638930207,Environmental,Aquatic,Marine,,
MGYP003639171433,Environmental,Aquatic,Marine,,
MGYP003639185136,Environmental,Aquatic,Marine,,
MGYP003639502842,Environmental,Aquatic,Marine,,
MGYP003639530251,Environmental,Aquatic,Marine,,
MGYP003639982947,Environmental,Aquatic,Marine,,
MGYP003640120576,Environmental,Aquatic,Marine,,
MGYP003640479465,Environmental,Aquatic,Marine,,
MGYP003640545836,Environmental,Aquatic,Marine,,
MGYP003640629872,Environmental,Aquatic,Marine,,
